team_id,lat,lng
1101,32.471081,-99.707941
1102,38.833882,-104.821363
1103,41.081445,-81.519005
1104,33.209841,-87.569174
1105,34.788979,-86.571937
1106,32.366805,-86.299969
1107,42.687925,-73.823748
1108,31.82044,-91.050106
1109,32.9042616,-117.1112435
1110,38.895112,-77.036366
1111,36.220364,-81.686965
1112,32.221743,-110.926479
1113,33.414768,-111.90931
1114,34.746481,-92.289595
1115,34.228431,-92.003196
1116,36.06258,-94.157426
1117,35.842297,-90.704279
1118,31.977747,-81.162613
1119,41.391483,-73.955972
1120,32.609857,-85.480783
1121,33.475911,-82.023259
1122,36.529771,-87.359453
1123,40.193377,-85.38636
1124,31.549333,-97.14667
1125,36.16589,-86.784443
1126,29.210815,-81.022833
1127,42.09542,-75.967455
1128,33.514863,-86.855912
1129,43.6135,-116.203451
1130,42.350384,-71.18644
1131,42.349705,-71.099955
1132,41.374774,-83.651323
1133,40.693649,-89.588986
1134,40.630995,-73.954412
1135,41.823989,-71.412834
1136,41.922043,-71.549507
1137,40.964529,-76.88441
1138,42.886447,-78.878369
1139,39.844443,-86.165545
1140,40.233844,-111.658534
1141,43.597808,-84.767514
1142,35.282752,-120.659616
1143,37.871593,-122.272747
1144,35.413217,-78.735573
1145,42.886447,-78.878369
1146,35.088696,-92.442101
1147,32.48387,-93.733733
1148,41.66121,-72.779542
1149,32.97714,-80.069693
1150,35.227087,-80.843127
1151,35.04563,-85.30968
1152,41.850033,-87.650052
1153,39.134105,-84.518981
1154,32.776566,-79.930922
1155,34.679419,-82.835073
1156,41.499495,-81.695409
1157,33.836003,-79.047814
1158,32.776566,-79.930922
1159,42.827014,-75.544624
1160,40.014986,-105.270546
1161,40.58526,-105.084423
1162,40.714269,-74.005973
1163,41.808804,-72.254227
1164,39.290385,-76.612189
1165,42.440628,-76.496607
1166,41.254006,-95.999258
1167,35.373292,-119.018713
1168,33.870292,-117.925338
1169,34.22833,-118.53583
1170,38.581572,-121.4944
1171,43.702293,-72.289535
1172,35.499303,-80.848685
1173,39.758948,-84.191607
1174,39.683723,-75.749657
1175,39.158168,-75.524368
1176,39.739154,-104.984703
1177,41.877512,-87.627227
1178,42.331427,-83.045754
1179,41.600545,-93.609106
1180,39.952335,-75.163789
1181,36.005168,-78.940276
1182,40.437305,-79.991289
1183,39.496146,-88.176152
1184,37.747857,-84.294654
1185,42.24115,-83.612994
1186,47.48739,-117.575762
1187,35.612661,-77.366354
1188,38.811436,-89.953157
1189,36.102913,-79.506689
1190,36.304638,-82.363034
1191,37.974764,-87.555848
1192,40.885933,-74.043474
1193,41.141208,-73.263726
1194,26.358689,-80.083098
1195,26.464646,-81.7737
1196,29.651634,-82.324826
1197,30.421899,-84.287128
1198,25.774266,-80.193659
1199,30.440743,-84.290822
1200,40.86182,-73.885629
1201,36.747727,-119.772366
1202,34.852618,-82.39401
1203,38.900993,-77.047657
1204,32.448788,-81.783167
1205,35.205917,-84.009633
1206,38.846224,-77.306373
1207,38.908654,-77.071576
1208,33.960948,-83.377936
1209,33.748995,-84.387982
1210,33.771259,-84.380108
1211,47.65878,-117.426047
1212,32.52765,-92.71404
1213,33.511994,-112.129608
1214,37.029869,-76.345222
1215,32.477632,-99.734933
1216,41.798,-72.72004
1217,42.372194,-71.115979
1218,21.306944,-157.858333
1219,35.955692,-80.005318
1220,40.706213,-73.61874
1221,42.262593,-71.802293
1222,29.718432,-95.339733
1223,29.763284,-95.363272
1224,38.895112,-77.036366
1225,46.732388,-117.000165
1226,42.871303,-112.445534
1227,41.850033,-87.650052
1228,40.110588,-88.20727
1229,40.514203,-88.990631
1230,29.468258,-98.4719
1231,39.165325,-86.526386
1232,39.466703,-87.413909
1233,40.911488,-73.782355
1234,41.661128,-91.530168
1235,42.02335,-93.625622
1236,41.130604,-85.12886
1237,39.767016,-86.156255
1238,32.298757,-90.18481
1239,30.359059,-81.606543
1240,33.813713,-85.761354
1241,38.449569,-78.868916
1242,38.971669,-95.23525
1243,39.183608,-96.571669
1244,34.03552,-84.582067
1245,41.153667,-81.357886
1246,37.988689,-84.477715
1247,40.03783,-75.152493
1248,40.688432,-75.220732
1249,30.086046,-94.101846
1250,40.625932,-75.370458
1251,37.413754,-79.142246
1252,36.105597,-86.798058
1253,33.766962,-118.189235
1254,40.650104,-73.949582
1255,37.302097,-78.39194
1256,32.523205,-92.637927
1257,38.247812,-85.747315
1258,33.966309,-118.422966
1259,39.290385,-76.612189
1260,41.850033,-87.650052
1261,30.450746,-91.154551
1262,42.643866,-71.33419
1263,44.883125,-68.671977
1264,40.90056,-73.90639
1265,41.700371,-73.92097
1266,43.038739,-87.92828
1267,38.41925,-82.445154
1268,38.985986,-76.939774
1269,42.380368,-72.523143
1270,30.226595,-93.217376
1271,38.202899,-75.692427
1272,35.117022,-89.939768
1273,32.831362,-83.647642
1274,25.75,-80.26
1275,39.506997,-84.745231
1276,42.270872,-83.726329
1277,42.736979,-84.483865
1278,44.979965,-93.263836
1279,34.366495,-89.519248
1280,33.4504,-88.818387
1281,38.951705,-92.334072
1282,39.099727,-94.578567
1283,37.215326,-93.298244
1284,40.290389,-74.017638
1285,46.872146,-113.993998
1286,45.68346,-111.050499
1287,38.183971,-83.432684
1288,39.290385,-76.612189
1289,33.754773,-84.40895
1290,33.49512,-90.319807
1291,39.704542,-77.326931
1292,35.845621,-86.39027
1293,36.610333,-88.314761
1294,40.423314,-104.709132
1295,46.877186,-96.789803
1296,41.929474,-88.750365
1297,39.040583,-84.465228
1298,38.9767,-76.489934
1299,36.072635,-79.791975
1300,35.994033,-78.898619
1301,35.787347,-78.665416
1302,41.980979,-87.719092
1303,41.25772,-96.010363
1304,40.806862,-96.681679
1305,39.529633,-119.813803
1306,43.132977,-70.92154
1307,35.084491,-106.651137
1308,32.312316,-106.778337
1309,30.028976,-90.067303
1310,43.172555,-79.035878
1311,29.795763,-90.822871
1312,40.735657,-74.172367
1313,36.846815,-76.285218
1314,35.908639,-79.0416
1315,47.925257,-97.032855
1316,30.272119,-81.509056
1317,33.214841,-97.133068
1318,42.339705,-71.089749
1319,35.198067,-111.651273
1320,42.527762,-92.445465
1321,42.041141,-87.690059
1322,31.76072,-93.086275
1323,41.70767,-86.248238
1324,42.680588,-83.133821
1325,39.32924,-82.101255
1326,39.961176,-82.998794
1327,35.4450191,-97.5561851
1328,35.222567,-97.439478
1329,36.115607,-97.058368
1330,36.846815,-76.285218
1331,36.153982,-95.992775
1332,44.052069,-123.086754
1333,44.564566,-123.262044
1334,37.957702,-121.29078
1335,39.952335,-75.163789
1336,40.793395,-77.860001
1337,34.005008,-118.810089
1338,40.442725,-79.958597
1339,45.523452,-122.676207
1340,45.513509,-122.684179
1341,30.093274,-95.987734
1342,34.472628,-81.880656
1343,40.348718,-74.659047
1344,41.844154,-71.437978
1345,40.425869,-86.908066
1346,41.39593,-72.896768
1347,37.131792,-80.576448
1348,41.480379,-71.52256
1349,29.763284,-95.363272
1350,37.576859,-77.540446
1351,40.3014,-74.730154
1352,40.511858,-80.198665
1353,40.497476,-74.447553
1354,33.49182,-80.855648
1355,44.311357,-96.798388
1356,37.727273,-89.21675
1357,41.141208,-73.263726
1358,30.723526,-95.550777
1359,33.471773,-86.800823
1360,32.715329,-117.157255
1361,32.715329,-117.157255
1362,37.77493,-122.419416
1363,37.339386,-121.894956
1364,34.420831,-119.69819
1365,37.354108,-121.955236
1366,32.083541,-81.099834
1367,34.996858,-81.969568
1368,30.504358,-90.4612
1369,37.305884,-89.518148
1370,47.60621,-122.332071
1371,40.742608,-74.246206
1372,31.603513,-94.655487
1373,42.704801,-73.754842
1374,32.842168,-96.780352
1375,30.694357,-88.043054
1376,34.00071,-81.034814
1377,42.779442,-96.92921
1378,28.054571,-82.413227
1379,31.327119,-89.290339
1380,30.450746,-91.154551
1381,37.677477,-113.061893
1382,42.077565,-78.429742
1383,40.650104,-73.949582
1384,40.503126,-78.630296
1385,40.723112,-73.794994
1386,40.00381,-75.217438
1387,38.636591,-90.233257
1388,37.834926,-122.129687
1389,40.728158,-74.077642
1390,37.441883,-122.14302
1391,29.036794,-81.304701
1392,40.914234,-73.116266
1393,43.0426,-76.128746
1394,27.800583,-97.396381
1395,32.710783,-97.361183
1396,39.980271,-75.157053
1397,35.960638,-83.920739
1398,36.16589,-86.784443
1399,36.162839,-85.501642
1400,30.267153,-97.743061
1401,30.627977,-96.334407
1402,29.883275,-97.941394
1403,33.577863,-101.855167
1404,36.343397,-88.850338
1405,41.663938,-83.555212
1406,39.401496,-76.601913
1407,31.808768,-85.969951
1408,29.954648,-90.075072
1409,36.153982,-95.992775
1410,26.301737,-98.163343
1411,29.763284,-95.363272
1412,33.520661,-86.80249
1413,38.544907,-121.740517
1414,33.669465,-117.823111
1415,33.953349,-117.396156
1416,28.600478,-81.201373
1417,34.052234,-118.243685
1418,30.22409,-92.019843
1419,32.509311,-92.119301
1420,39.253059,-76.714268
1421,35.600945,-82.554015
1422,36.072635,-79.791975
1423,34.225726,-77.94471
1424,36.114646,-115.172816
1425,34.052234,-118.243685
1426,32.735687,-97.108066
1427,29.424122,-98.493628
1428,40.760779,-111.891047
1429,41.735486,-111.834388
1430,40.296898,-111.694648
1431,31.75872,-106.486931
1432,43.095173,-75.271223
1433,37.548394,-77.45227
1434,41.473095,-87.061141
1435,36.16589,-86.784443
1436,44.47755,-73.200288
1437,40.037029,-75.343316
1438,38.032121,-78.49942
1439,37.230878,-80.434239
1440,37.784021,-79.442816
1441,35.313711,-83.176533
1442,40.459208,-90.671797
1443,36.99032,-86.443602
1444,42.291707,-85.587229
1445,36.090391,-80.226679
1446,34.982514,-101.914071
1447,40.583438,-74.149588
1448,36.13188,-80.280399
1449,47.60621,-122.332071
1450,46.731275,-117.179616
1451,41.223,-111.97383
1452,39.629526,-79.955897
1453,44.519159,-88.019826
1454,43.038903,-87.906474
1455,37.692236,-97.337545
1456,37.270702,-76.707457
1457,34.924867,-81.025078
1458,43.073052,-89.40123
1459,34.949567,-81.932048
1460,39.820893,-84.019379
1461,41.311367,-105.591101
1462,39.149648,-84.473702
1463,41.308153,-72.928158
1464,41.09978,-80.649519
